City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
281,Laguna,US,52.0,clear sky,38.421,-121.4238,Holiday Inn Express & Suites Elk Grove Central - Hwy 99
282,Omboue,GA,82.85,light rain,-1.5746,9.2618,Hotel Olako
283,Taiobeiras,BR,56.75,clear sky,-15.8078,-42.2331,Dallas Hotel
284,Bengkulu,ID,83.41,light rain,-3.8004,102.2655,Grage Hotel Bengkulu
285,Hofn,IS,34.36,overcast clouds,64.2539,-15.2082,Hótel Höfn
287,Cabo San Lucas,MX,71.01,overcast clouds,22.8909,-109.9124,Hotel Tesoro Los Cabos
288,Exmouth,GB,43.0,broken clouds,50.6172,-3.4023,Devoncourt Resort & Apartments
290,Pundaguitan,PH,83.3,broken clouds,6.3711,126.1689,Leonardo Family Beach House 1
292,Petropavlovsk-Kamchatskiy,RU,32.0,scattered clouds,53.0452,158.6483,The Hotel Petropavlovsky
293,Hengyang,CN,65.39,overcast clouds,26.8881,112.615,Honglin Guesthouse
294,Srandakan,ID,84.34,scattered clouds,-7.9386,110.2506,Puri Brata
295,Tambura,SS,91.99,overcast clouds,5.6,27.4667,Rikito Lodge
296,Kavieng,PG,81.28,light rain,-2.5744,150.7967,Nusa Island Retreat
298,Hirara,JP,73.4,scattered clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
299,Flin Flon,CA,29.5,snow,54.7682,-101.865,Victoria Inn Flin Flon
302,Northam,GB,46.0,few clouds,51.0333,-4.2167,Durrant House Hotel
303,Marsaxlokk,MT,63.0,broken clouds,35.8419,14.5431,Water's Edge
304,Cairns,AU,80.6,scattered clouds,-16.9167,145.7667,Mantra Trilogy Cairns
305,Santa Rosa,PH,89.6,few clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
307,Candelaria,PH,84.99,broken clouds,13.9311,121.4233,Casa de Provincia
308,Macklin,CA,28.4,scattered clouds,52.3334,-109.9348,Motor Inn
309,Saint George,US,59.0,clear sky,37.1041,-113.5841,Best Western Plus Abbey Inn
310,Guilin,CN,62.6,overcast clouds,25.2819,110.2864,Grand 0773 Hotel
311,Fillmore,US,43.0,overcast clouds,43.6666,-92.1002,Country Trails Inn & Suites
312,Nikolskoye,RU,48.99,clear sky,59.7035,30.7861,Tourist House - Sablino
313,Fortuna,US,42.01,overcast clouds,40.5982,-124.1573,Super 8 by Wyndham Fortuna
314,Znin,PL,60.01,clear sky,52.8496,17.7199,Gosciniec Krys
315,Caravelas,BR,72.09,overcast clouds,-17.7125,-39.2481,Pousada dos Navegantes
316,Skole,UA,61.0,broken clouds,49.0372,23.5135,Zelena Hata
317,Grand Gaube,MU,82.99,overcast clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
318,Mogadishu,SO,87.8,scattered clouds,2.0371,45.3438,Olympic Hotel
319,Itaituba,BR,71.67,broken clouds,-4.2761,-55.9836,Hotel Campos
320,Roald,NO,35.01,broken clouds,62.5833,6.1333,Flem Cabins
321,Kavaratti,IN,83.82,few clouds,10.5669,72.642,Hotels in Lakshadweep Islands
322,Baruun-Urt,MN,52.36,scattered clouds,46.6806,113.2792,Ахмадын амралт сувилал
323,Conde,BR,73.4,broken clouds,-7.2597,-34.9075,Pousada Beija Flor
324,Bend,US,33.8,overcast clouds,44.0582,-121.3153,Fairfield Inn & Suites by Marriott Bend Downtown
325,Tanta,EG,70.09,clear sky,30.7885,31.0019,Hesham & Fouad Pharma Group Pharmacies
326,Sibolga,ID,81.63,overcast clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
327,Thompson,CA,24.8,overcast clouds,55.7435,-97.8558,Burntwood Hotel
328,Zhigalovo,RU,32.4,overcast clouds,54.8097,105.1578,"Hotel ""Lenatur"""
329,Antofagasta,CL,60.8,overcast clouds,-23.65,-70.4,Holiday Inn Express Antofagasta
330,Pulawy,PL,64.99,broken clouds,51.4166,21.9694,Hotel Trzy Korony
331,Ulaangom,MN,44.15,clear sky,49.9811,92.0667,Achit Nuur Hotel & Restaurant
332,Oistins,BB,77.0,broken clouds,13.0667,-59.5333,Butterfly Beach Hotel
334,Kampong Thum,KH,94.84,overcast clouds,12.7111,104.8887,Sambor Village Hotel
335,East London,ZA,75.2,scattered clouds,-33.0153,27.9116,Tu Casa
336,Ust-Nera,RU,3.47,overcast clouds,64.5667,143.2,Hotel Ust-Nera
337,Lakatoro,VU,77.32,overcast clouds,-16.0999,167.4164,Lakatoro Palm Lodge
338,Eniwa,JP,52.0,clear sky,42.8779,141.5442,えにわビジネスホテルSG
339,Longyearbyen,SJ,19.4,broken clouds,78.2186,15.6401,"Radisson Blu Polar Hotel, Spitsbergen"
340,Pochutla,MX,75.0,scattered clouds,15.7432,-96.4661,Hotel Posada San Jose
341,Conceicao Da Barra,BR,67.19,few clouds,-18.5933,-39.7322,Cricaré Praia Hotel
342,Posse,BR,65.28,broken clouds,-14.0931,-46.3694,Pousada das Palmeiras
343,Sisimiut,GL,26.02,overcast clouds,66.9395,-53.6735,Hotel Sisimiut
344,Alofi,NU,75.2,light rain,-19.0595,-169.9187,Taloa Heights
345,Nargana,PA,78.22,scattered clouds,9.4428,-78.5906,Dubbir
346,Weinan,CN,66.99,dust,34.5036,109.5089,Thank Inn Chain Hotel shanxi weinan linwei district jiefang road
347,Uruacu,BR,65.53,clear sky,-14.5247,-49.1408,Cassius Hotel
349,Tobol,KZ,38.79,scattered clouds,52.6844,62.5794,Tobol Gostinitsa
350,Palmer,US,53.01,broken clouds,42.1584,-72.3287,Wedgewood Motel
351,Lithgow,AU,42.01,clear sky,-33.4833,150.15,Zig Zag Motel Lithgow
352,Tzaneen,ZA,77.0,clear sky,-23.8332,30.1635,Hotel @ Tzaneen
353,Praia,CV,77.0,clear sky,14.9215,-23.5087,LT Aparthotel
354,Te Anau,NZ,50.25,clear sky,-45.4167,167.7167,Kingsgate Hotel Te Anau
355,Comodoro Rivadavia,AR,59.0,clear sky,-45.8667,-67.5,Austral Hotel
356,Mattru,SL,84.13,overcast clouds,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
358,Vardo,NO,32.0,broken clouds,70.3705,31.1107,Vardø Hotel AS
361,Abbeville,FR,44.01,overcast clouds,50.1,1.8333,Hôtel Mercure Abbeville Centre - Porte de la Baie de Somme
362,Beyneu,KZ,73.4,clear sky,45.3167,55.2,NUR
363,Berlevag,NO,34.54,overcast clouds,70.8578,29.0864,Kvitbrakka
364,Vung Tau,VN,83.93,overcast clouds,10.345999999999998,107.0843,Green hotel
365,Suoyarvi,RU,39.16,scattered clouds,62.0833,32.35,Mini-Hotel Comfort
366,Bilma,NE,95.79,clear sky,18.6853,12.9164,Expeditions Ténére voyages
367,Vila Velha,BR,70.0,clear sky,-20.3297,-40.2925,Quality Suites Vila Velha
368,Mirnyy,RU,19.08,broken clouds,62.5353,113.9611,квартира
369,Pahrump,US,66.99,clear sky,36.2083,-115.9839,Best Western Pahrump Oasis
370,Magadan,RU,15.26,overcast clouds,59.5667,150.8,Magadan hotel
373,Barcelos,PT,59.0,few clouds,41.5388,-8.6151,Hotel Do Terço
374,Ucluelet,CA,34.0,clear sky,48.9329,-125.5528,Black Rock Oceanfront Resort
375,Brookings,US,30.2,clear sky,44.3114,-96.7984,Holiday Inn Express & Suites Brookings
376,Montlucon,FR,51.01,overcast clouds,46.3333,2.6,Hotel De La Gare
377,Sayansk,RU,30.29,broken clouds,54.1088,102.1648,Yubileynaya
378,Axim,GH,84.58,broken clouds,4.8699,-2.2405,AXIM BEACH RESORT AND SPA
379,Juba,SS,91.74,overcast clouds,4.8517,31.5825,ROYAL PALACE HOTEL - JUBA
380,Buala,SB,80.51,overcast clouds,-8.145,159.5921,Maringe Lagoon Lodge
381,Nan,TH,93.2,few clouds,18.8333,100.6667,สะเนียน2
382,Weihai,CN,54.34,overcast clouds,37.5017,122.1136,Beihai Travel Resort
384,Halifax,CA,28.0,broken clouds,44.6453,-63.5724,Hotel Halifax
386,Nambucca Heads,AU,69.8,clear sky,-30.65,153.0,Marcel Towers Holiday Apartments
388,Katsuura,JP,60.01,scattered clouds,35.1333,140.3,Katsuura Hotel Mikazuki
389,Barreirinha,BR,72.16,overcast clouds,-2.7933,-57.07,Hotel e Restaurante Tupana Iwato
390,Maragheh,IR,62.6,broken clouds,37.3917,46.2398,Maragheh Grand Hotel
391,Raymond,US,41.0,overcast clouds,43.9015,-70.4703,Migis Lodge at Sebago Lake
392,Aksu,CN,68.76,clear sky,41.1231,80.2644,Pudong Holiday Hotel
393,Oussouye,SN,71.6,clear sky,12.485,-16.5469,Auberge du Routard
395,The Valley,AI,75.99,few clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
396,Bell Ville,AR,55.99,few clouds,-32.6259,-62.6887,Hotel Central
397,Ambilobe,MG,89.64,scattered clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
398,Tyup,KG,54.48,clear sky,42.7276,78.3648,"Gostevoy Dom ""Aldayar"""
400,Parit Raja,MY,89.6,light rain,1.8681,103.1124,RG Grand Hotel
401,Chernyshevskiy,RU,20.43,clear sky,63.0128,112.4714,Chernyseyskiy
402,Arkhara,RU,48.11,overcast clouds,49.4212,130.0842,"Gostinitsa ""Arkhara"""
403,Santa Lucia,ES,68.0,scattered clouds,27.9117,-15.5407,Las Tirajanas
404,Jining,CN,64.99,overcast clouds,35.405,116.5814,Yunhe Star Hotel
405,Kerema,PG,77.63,overcast clouds,-7.9631,145.7785,Frena Lodge
406,Dhidhdhoo,MV,83.77,clear sky,6.8833,73.1,Dhidhoo beach
407,San Francisco De Macoris,DO,68.0,broken clouds,19.2952,-70.2554,Hotel Las Caobas
408,Betul,IN,93.34,broken clouds,21.9153,77.8961,STARiHotel Betul MP
409,Sechura,PE,71.53,overcast clouds,-5.5569,-80.8222,Hospedaje Costa Bella
410,Erenhot,CN,68.36,overcast clouds,43.6475,111.9767,Erenhot Rurouni Youth Hostel
411,Roma,US,57.99,clear sky,43.2128,-75.4557,Wingate By Wyndham Rome
412,Bowen,AU,78.8,scattered clouds,-20.0167,148.2333,Castle Motor Lodge Motel
413,Margate,GB,44.01,scattered clouds,51.3813,1.3862,Premier Inn Margate hotel
414,Hohhot,CN,51.8,few clouds,40.8106,111.6522,Sheraton Hohhot Hotel
415,Abay,KZ,55.4,clear sky,49.6311,72.8539,Guest House on Abaya 144
417,Coihaique,CL,45.84,overcast clouds,-45.5752,-72.0662,Diego De Almagro Coyhaique
419,Inta,RU,41.38,broken clouds,66.0317,60.1659,Apartments in Inta city
420,Camacha,PT,68.0,few clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
421,Juneau,US,26.6,light snow,58.3019,-134.4197,"Baranof Downtown, Bw Signature Collection"
422,Exu,BR,75.2,few clouds,-7.5119,-39.7242,Pousada Albuquerque
423,Monticello,US,44.6,overcast clouds,45.3055,-93.7941,Super 8 by Wyndham Monticello
424,San Ramon,US,48.99,clear sky,37.7799,-121.978,San Ramon Marriott
425,Hobyo,SO,86.85,overcast clouds,5.3505,48.5268,Halane Hotel and Restaurent
426,Meaford,CA,59.0,overcast clouds,44.6001,-80.583,Meaford Memorial Park
427,Nicoya,CR,75.72,scattered clouds,10.1483,-85.45200000000001,Guayacan Real
428,Strezhevoy,RU,37.4,light rain,60.7333,77.5889,Sibiryachka
429,Mattawa,US,32.0,clear sky,46.7379,-119.9028,Sun & Sand Mobile Home Park
430,La Rioja,ES,50.0,overcast clouds,42.25,-2.5,Casa Concejos
431,Karacabey,TR,50.0,clear sky,40.2152,28.4038,Uludağ Üniversitesi Sadık Yılmaz Öğrenci Yurdu
432,Homer,US,28.4,overcast clouds,59.6425,-151.5483,Beluga Lake Lodge
433,Dongsheng,CN,49.87,overcast clouds,39.8161,109.9776,Crowne Plaza Ordos
434,Lakes Entrance,AU,50.0,light rain,-37.8811,147.981,The Esplanade Resort & Spa
436,Bonavista,CA,35.01,moderate rain,48.6499,-53.1147,Abbott's Bed & Breakfast
437,Tanuku,IN,96.8,clear sky,16.75,81.7,Hotel Sri Devi Residency
438,Tazmalt,DZ,71.08,overcast clouds,36.3868,4.3989,Hôtel Numédia
439,Segezha,RU,36.03,broken clouds,63.7415,34.3222,Sampo Hotel
440,Saldanha,ZA,75.2,overcast clouds,-33.0117,17.9442,Blue Bay Lodge
441,Chizhou,CN,56.5,light rain,30.6578,117.4831,Home Inn Chizhou Qiupu West Road Xiushanmen Square
442,Noumea,NC,80.01,overcast clouds,-22.2763,166.4572,Hôtel Le Lagon
443,Merrill,US,45.0,light rain,45.1805,-89.6835,Prairie Motel
444,Le Port,RE,86.0,light rain,-20.9373,55.2919,KORBEY D'OR OUEST
445,Zaria,NG,90.81,broken clouds,11.1113,7.7227,A.B.U Hotels
446,Dingle,PH,84.56,broken clouds,10.9995,122.6711,SEGAYA PROPERTY
447,Basco,PH,77.22,broken clouds,20.4487,121.9702,Nathaniel's Lodge
448,Chuncheng,CN,86.0,scattered clouds,22.1731,111.7886,7Days Inn Yangjiang Yangchun Bus Terminal
449,Kavos,GR,63.0,clear sky,38.8268,22.8322,Kavos Villa
450,Inhambane,MZ,84.2,few clouds,-23.865,35.3833,Oceano
452,Akureyri,IS,35.6,few clouds,65.6835,-18.0878,Icelandair Hotel Akureyri
453,Tevriz,RU,45.39,overcast clouds,57.50899999999999,72.4042,Postoyalyy Dvor
454,Zhangye,CN,49.64,light rain,38.9342,100.4517,Zhangye Lvzhou Holiday Inn
455,Palencia,ES,46.0,light rain,42.4167,-4.5,Hotel Area de Servicio Los Chopos
456,Mizdah,LY,65.7,broken clouds,31.4451,12.9801,محمدالمبروك الاريقط
457,Yenagoa,NG,82.85,overcast clouds,4.9247,6.2642,Aridolf Resort Wellness and Spa
458,Shimoda,JP,59.0,few clouds,34.6667,138.95,Shimoda Tokyu Hotel
459,Itapui,BR,58.86,clear sky,-22.2333,-48.7192,Camping Municipal de Itapuí
461,Krasnoselkup,RU,31.8,overcast clouds,65.7,82.4667,Krasnosel'kupnefteprodukt
462,Erzin,TR,54.0,overcast clouds,36.9559,36.2,Artemis Otel
463,Dawson Creek,CA,24.8,clear sky,55.7666,-120.2362,Peace Villa Motel
464,Japura,ID,86.13,overcast clouds,-0.3167,102.35,Rumah mbah Jamah
465,Biak,ID,81.28,scattered clouds,-0.9131,122.8766,Penginapan Kim
466,Orchard Homes,US,28.99,scattered clouds,46.8633,-114.0484,Broadway Inn Missoula
468,Sacramento,US,52.0,clear sky,38.4666,-121.3177,Woodside Homes
470,Kamaishi,JP,55.4,few clouds,39.2667,141.8833,Hotel Route Inn Kamaishi
471,Cordoba,AR,52.0,clear sky,-31.4135,-64.1811,Hotel Sussex
472,Kuhdasht,IR,75.2,broken clouds,33.535,47.6061,فروشگاه زنبیل
473,Byron Bay,AU,71.6,clear sky,-28.65,153.6167,Backpackers Inn on the Beach
474,Tiarei,PF,80.6,overcast clouds,-17.5333,-149.3333,Le Rocher de Tahiti
475,Excelsior Springs,US,41.0,clear sky,39.3392,-94.2261,The Elms Hotel & Spa
476,Vilyuysk,RU,17.38,overcast clouds,63.7553,121.6247,Gostinitsa Viliuisk
477,Nantucket,US,50.0,fog,41.2835,-70.0995,Jared Coffin House
478,Rengo,CL,42.8,clear sky,-34.4167,-70.8667,Hostal Cartagena
479,Paamiut,GL,28.22,broken clouds,61.994,-49.6678,Yeet Hotel
481,Brigham City,US,44.6,clear sky,41.5102,-112.0155,Best Western Brigham City Inn & Suites
482,Kota Kinabalu,MY,75.2,moderate rain,5.9749,116.0724,Gaya Centre Hotel
484,Balkhash,KZ,66.2,clear sky,46.843999999999994,74.9804,Family
485,Olafsvik,IS,37.4,overcast clouds,64.8945,-23.7142,Hotel Olafsvik
486,Kendari,ID,83.91,overcast clouds,-3.945,122.4989,Hotel Wixel
487,Kaeo,NZ,64.0,clear sky,-35.1,173.7833,Bushido Lodge
488,Seoul,KR,69.8,clear sky,37.5683,126.9778,Lotte Hotel Seoul
489,Atbasar,KZ,34.86,scattered clouds,51.8,68.3333,"The Ritz-Carlton, Astana"
490,Belyy Yar,RU,48.2,clear sky,53.6039,91.3903,Pasportnyy Stol
491,Innisfail,AU,76.82,few clouds,-17.5333,146.0333,Moondarra Motel
492,Pacific Grove,US,50.0,overcast clouds,36.6177,-121.9166,Lovers Point Inn
494,Anshun,CN,54.93,overcast clouds,26.25,105.9333,安顺麦吉风格酒店
495,Cataguases,BR,61.16,clear sky,-21.3892,-42.6967,Hotel Viana
496,Wewak,PG,80.6,overcast clouds,-3.5534,143.6268,In Wewak Boutique Hotel
497,Nanlong,CN,58.39,overcast clouds,31.3533,106.0631,Demei Hotel
498,Ixtapa,MX,72.0,overcast clouds,20.7,-105.2,Hotel Plaza Providencia
499,Marigot,MF,75.99,few clouds,18.0667,-63.0833,"Sonesta Maho Beach Resort, Casino & Spa"
500,Sibu,MY,89.01,few clouds,2.3,111.8167,RH HOTEL (4 Star)
503,Chapais,CA,35.6,broken clouds,49.7834,-74.8492,Hôtel Opémiska
504,Salinas,US,50.0,overcast clouds,36.6777,-121.6555,Laurel Inn & Conference Center
505,Atakpame,TG,84.22,overcast clouds,7.5333,1.1333,Hôtel Luxembourg Atakpame
506,Manta,EC,77.0,overcast clouds,-0.95,-80.7333,Balandra Hotel
507,Rupert,US,32.0,clear sky,42.6191,-113.6772,Uptown Motel
508,Paducah,US,55.4,overcast clouds,37.0834,-88.6001,Holiday Inn Paducah Riverfront
509,Marsh Harbour,BS,74.37,clear sky,26.5412,-77.0636,Abaco Beach Resort
510,Umm Lajj,SA,76.05,clear sky,25.0213,37.2685,Moon light Furnished Units
511,Flinders,AU,59.0,broken clouds,-34.5833,150.8552,Shellharbour Resort & Conference Centre
512,Sergeyevka,KZ,36.91,broken clouds,53.88,67.4158,Amina
513,Karpathos,GR,59.0,clear sky,35.507,27.2132,Alex
514,Nouadhibou,MR,69.8,clear sky,20.930999999999997,-17.0347,El Medina
515,Kitimat,CA,36.0,light snow,54.0524,-128.6534,Kingfish Westcoast Adventures Ltd. Kitimat Estuary Lodge B&B
516,Treinta Y Tres,UY,69.85,overcast clouds,-33.2333,-54.3833,Jardines Apart-Hotel
517,De Aar,ZA,82.83,overcast clouds,-30.6497,24.0123,Stoneburgh B&B
519,Paranaiba,BR,63.64,clear sky,-19.6772,-51.1908,Villa Rica Park Hotel GMR
520,Tumwater,US,33.01,overcast clouds,47.0073,-122.9093,Hotel RL Olympia
521,Kurumkan,RU,27.34,clear sky,54.3,110.3,Ilikchin
522,Terney,RU,44.42,overcast clouds,45.0503,136.6092,"Hotel ""Ternay"""
523,Eyl,SO,86.77,overcast clouds,7.9803,49.8164,Amiin Hotel
525,Breves,BR,72.75,overcast clouds,-1.6822,-50.4803,Hotel e Restaurante Grill
526,Sorong,ID,82.26,overcast clouds,-0.8833,131.25,waigo splash hotel
527,Buin,CL,44.6,clear sky,-33.7333,-70.75,Paihuen
528,Igarka,RU,32.31,broken clouds,67.4667,86.5833,"Zapolyar'ye, Gostinitsa"
529,Hearst,CA,33.8,overcast clouds,49.6835,-83.6665,Companion
530,Talas,TR,33.8,light snow,38.6908,35.5538,Fimaj Residence
531,Port Hardy,CA,41.0,scattered clouds,50.6996,-127.4199,Airport Inn
532,Viedma,AR,54.66,clear sky,-40.8135,-62.9967,Hotel Cristal
533,Richards Bay,ZA,86.9,clear sky,-28.783,32.0377,BON Hotel Waterfront Richards Bay
534,Kon Tum,VN,92.68,scattered clouds,14.35,108.0,Hoa đà spa- homestay
535,Bayburt,TR,55.29,light rain,40.2589,40.2278,Bayburt Otel Konaklama
536,Sampit,ID,88.16,moderate rain,-2.5333,112.95,Aquarius Boutique Hotel Sampit
537,Clarence Town,AU,60.01,clear sky,-32.5833,151.7833,River Downs Cottage
538,Ocos,GT,64.99,few clouds,14.5094,-92.1933,Auto Hotel El Soñador
539,Korla,CN,68.74,clear sky,41.7597,86.1469,Gulisitan Hotel
540,Rocha,UY,69.3,overcast clouds,-34.4833,-54.3333,Beleza Pura B&B
541,Keti Bandar,PK,88.84,clear sky,24.1447,67.4497,Haji laloo memon house
542,Ilhabela,BR,70.57,clear sky,-23.7781,-45.3581,Ilha Flat Hotel
543,Tazovskiy,RU,33.73,overcast clouds,67.4667,78.7,TazHostel
544,Mazamari,PE,68.18,overcast clouds,-11.3258,-74.5308,Hospedaje Ratto
546,Lalmohan,BD,87.93,clear sky,22.3384,90.7419,Sundorbon courier service
547,Narsaq,GL,32.0,clear sky,60.9167,-46.05,Hotel Narsaq
548,Pozo Colorado,PY,75.78,clear sky,-23.4923,-58.7972,Hospedaje la Amistad
549,Luanda,AO,80.6,broken clouds,-8.8368,13.2343,LANDU MARINEZA LUFUANDU TONI
550,Neiafu,TO,79.09,few clouds,-18.65,-173.9833,Mystic Sands
552,Pisco,PE,66.2,clear sky,-13.7,-76.2167,Hotel San Isidro Oficial
553,Harer,ET,74.52,overcast clouds,9.3094,42.1258,Amir Cultural Harari Guesthouse
554,Teguise,ES,68.0,few clouds,29.0605,-13.564,B&B La Casona de Nazaret
556,La Romana,DO,73.4,broken clouds,18.4273,-68.9728,Casa de Campo Resort and Villas
558,Luancheng,CN,64.4,moderate rain,37.8792,114.6517,Shell Hebei Shijiazhuang Luancheng Xinyuan Road Hotel
559,Manoharpur,IN,98.6,clear sky,27.3,75.95,कैथल हरियाणा होटल
560,Manavalakurichi,IN,89.6,broken clouds,8.1333,77.3,Udaya Boys Hostel
561,Guiratinga,BR,67.48,clear sky,-16.3494,-53.7583,Hotel Angra do Cerrado - Guiratinga MT
563,Owatonna,US,43.0,overcast clouds,44.0839,-93.226,Executive Inn Owatonna
564,Pedernales,DO,74.98,broken clouds,18.0384,-71.744,Hotel Costa Marina
565,Baindur,IN,85.69,scattered clouds,13.8667,74.6333,Sai Vishram Beach Resort
566,Konstantinovskiy,RU,53.6,clear sky,57.8301,39.5899,Konstantinovskiy
568,Wuda,CN,65.79,overcast clouds,39.4994,106.7117,Grape Sightseeing Garden
570,Kailua,US,71.6,clear sky,21.4022,-157.7394,Sheffield House Bed & Breakfast
